吖啶,ading
不收费,bushoufei
不守规矩,bushouguiju
不首先使用,bushouxianshiyong
不受处罚,bushouchufa
不受打扰,bushoudarao
不受感染,bushouganran
不受关注,bushouguanzhu
不受欢迎,bushouhuanying
不受贿赂,bushouhuilu
不受拘束,bushoujushu
不受控制,bushoukongzhi
不受理,bushouli
不受天气影响,bushoutianqiyingxiang
不受限制,bushouxianzhi
不受抑制,bushouyizhi
不受影响,bushouyingxiang
不受约束,bushouyueshu
不受重视,bushouzhongshi
不舒服,bushufu
不舒适,bushushi
不熟练,bushulian
不熟悉,bushuxi
不衰,bushuai
不爽,bushuang
不顺从,bushuncong
不顺利,bushunli
不顺利的事,bushunlideshi
不说,bushuo
不死,busi
不死鸟,businiao
不死生物,busishengwu
不死心,busixin
不松弛,busongchi
不俗,busu
不遂,busui
不损坏性,busunhuaixing
不太,butai
不太说话,butaishuohua
不坦率,butanshuai
不讨人喜欢,butaorenxihuan
不疼不痒,butengbuyang
不提供,butigong
不体面,butimian
不调和,butiaohe
不调整,butiaozheng
不听话,butinghua
不听话地,butinghuade
不听命,butingming
不听使唤,butingshihuan
不停,buting
不停地,butingde
不停地叫喊,butingdijiaohan
不停顿,butingdun
不停施予,butingshiyu
不停息,butingxi
不通风,butongfeng
不通融,butongrong
不同,butong
不同凡响,butongfanxiang
不同惯例,butongguanli
不同时,butongshi
不同形式的,butongxingshide
不同寻常,butongxunchang
不同一般,butongyiban
不同意,butongyi
不同于,butongyu
不同之点,butongzhidian
不统一,butongyi
不痛不痒,butongbuyang
不透光,butouguang
不透过性,butouguoxing
不透明,butouming
不透明白,butoumingbai
不透明体,butoumingti
不透气,butouqi
不透水,butoushui
不透油,butouyou
不退让,butuirang
不褪色,butunse
不妥,butuo
不妥当,butuodang
不妥协,butuoxie
不妥协者,butuoxiezhe
不外,buwai
不外乎是,buwaihushi
不完美,buwanmei
不完全,buwanquan
不完全驯服,buwanquanxunfu
不完善,buwanshan
不完整,buwanzheng
不完整性,buwanzhengxing
不忘,buwang
不危险,buweixian
不为所动,buweisuodong
不唯一的,buweiyide
不畏惧,buweiju
不卫生,buweisheng
不闻不问,buwenbuwen
不文明,buwenming
不稳,buwen
不稳定,buwending
不稳定气流,buwendingqiliu
不稳定性,buwendingxing
不问,buwen
不问是非,buwenshifei
不污环境,buwuhuanjing
不惜,buxi
不希望有,buxiwangyou
不吸烟者,buxiyanzhe
不息,buxi
不惜代价,buxidaijia
不惜工本,buxigongben
不习惯,buxiguan
不习惯航海的人,buxiguanhanghaideren
不习惯使用,buxiguanshiyong
不喜欢,buxihuan
不下于,buxiayu
不显含时,buxianhanshi
不显眼,buxianyan
不羡慕,buxianmu
不现实,buxianshi
不现实的东西,buxianshidedongxi
不相称,buxiangcheng
不相干,buxianggan
不相配,buxiangpei
不相容,buxiangrong
不相容定理,buxiangrongdingli
不相上下,buxiangshangxia
不相信,buxiangxin
不相宜,buxiangyi
不祥,buxiang
不详,buxiang
不祥物,buxiangwu
不想要,buxiangyao
不像,buxiang
不象,buxiang
不像话,buxianghua
不象话,buxianghua
不象是真,buxiangshizhen
不像样,buxiangyang
不消费日,buxiaofeiri
不小,buxiao
不小心,buxiaoxin
不肖,buxiao
不谐和音,buxieheyin
不协调,buxietiao
不懈,buxie
不谢,buxie
不屑一顾,buxieyigu
不新鲜,buxinxian
不信,buxin
不信教,buxinjiao
不信任,buxinren
不信任案,buxinrenan
不信任案件,buxinrenanjian
不信任动议,buxinrendongyi
不信神,buxinshen
不信仰,buxinyang
不信用,buxinyong
不兴,buxing
不行,buxing
不行了,buxingle
不省人事,buxingrenshi
不幸,buxing
不幸地,buxingde
不幸福,buxingfu
不幸和罪恶之源,buxinghuozuiezhiyuan
不幸运,buxingyun
不幸之事,buxingzhishi
不休,buxiu
不修边幅,buxiubianfu
不休息,buxiuxi
不朽,buxiu
不朽的,buxiude
不朽的声誉,buxiudeshengyu
不朽性,buxiuxing
不锈,buxiu
不锈钢,buxiugang
不需要,buxuyao
不需要努力,buxuyaonuli
不许,buxu
不许可,buxuke
不宣而战,buxuanerzhan
不选择,buxuanze
不学无术,buxuewushu
不寻常,buxunchang
不寻常的事情,buxunchangdeshiqing
不逊,buxun
不驯服,buxunfu
不雅观,buyaguan
不言而喻,buyaneryu
不严厉,buyanli
不严肃,buyansu
不邀请,buyaoqing
不要求,buyaoqiu
不要紧,buyaojin
不要脸,buyaolian
不要你管,buyaoniguan
不一,buyi
不一般,buyiban
不一定,buyiding
不一而足,buyierzu
不依赖,buyilai
不一目了然,buyimuliaoran
不一样,buyiyang
不一致,buyizhi
不一致性,buyizhixing
不宜,buyi
不宜开车的,buyikaichede
不已,buyi
不以为然,buyiweiran
不以为然地,buyiweirande
不以赢利为目的,buyiyingliweimudi
不义,buyi
不意,buyi
不易,buyi
不易发现,buyifaxian
不易破碎,buyiposui
不亦乐乎,buyiyuehu
不义之财,buyizhicai
不引人注意,buyinrenzhuyi
不应该,buyinggai
不用,buyong
不用担心,buyongdanxin
不用去学校,buyongquxuexiao
不用上税,buyongshangshui
不用说,buyongshuo
不用现金,buyongxianjin
不用现款,buyongxiankuan
不用谢,buyongxie
不优美,buyoumei
不幽默,buyoumo
不由得,buyoude
不由自主,buyouzizhu
不友善,buyoushan
不虞,buyu
不愉快,buyukuai
不愉快地,buyukuaide
不予受理,buyushouli
不育性,buyuxing
不育症,buyuzheng
不远,buyuan
不远万里,buyuanwanli
不愿,buyuan
不愿听,buyuanting
不愿意,buyuanyi
不愿与人来往,buyuanyurenlaiwang
不愿与人来往者,buyuanyurenlaiwangzhe
不约而同,buyueertong
不悦耳,buyueer
不匀称,buyunchen
不允许,buyunxu
不孕,buyun
不再,buzai
不在,buzai
不在场证明,buzaichangzhengming
不在乎,buzaihu
不再选,buzaixuan
不在意,buzaiyi
不再有用,buzaiyouyong
不再支持,buzaizhichi
不赞成,buzancheng
不赞一词,buzanyici
不造作,buzaozuo
不择手段,buzeshouduan
不怎么,buzenme
不怎么样,buzenmeyang
不折不扣,buzhebukou
不贞,buzhen
不真诚,buzhencheng
不真实,buzhenshi
不争气,buzhengqi
不整洁,buzhengjie
不整齐,buzhengqi
不正,buzheng
不正常,buzhengchang
不正当,buzhengdang
不正当地,buzhengdangde
不正当竞争,buzhengdangjingzheng
不正当行为,buzhengdangxingwei
不正经,buzhengjing
不正派,buzhengpai
不正确,buzhengque
不正之风,buzhengzhifeng
不知,buzhi
不织布,buzhibu
不知不觉,buzhibujue
不知不觉地,buzhibujuede
不知耻,buzhichi
不失道,buzhidao
不知道,buzhidao
不知恩,buzhien
不支付,buzhifu
不支付风险,buzhifufengxian
不知感恩,buzhiganen
不知感谢,buzhiganxie
不知何故,buzhihegu
不知觉,buzhijue
不知名,buzhiming
不知疲倦,buzhipijuan
不知是谁,buzhishishei
不知所措,buzhisuocuo
不知羞耻,buzhixiuchi
不知足,buzhizu
不直,buzhi
不值得,buzhide
不值得尊敬,buzhidezunjing
不直接,buzhijie
不值钱的东西,buzhiqiandedongxi
不值一提,buzhiyiti
不值一提的价格,buzhiyitidejiage
不只,buzhi
不止,buzhi
不智,buzhi
不置,buzhi
不置可否,buzhikefou
不至于,buzhiyu
不忠,buzhong
不忠诚,buzhongcheng
不忠实,buzhongshi
不中要害,buzhongyaohai
不中用,buzhongyong
不中用的人,buzhongyongderen
不重视,buzhongshi
不重要,buzhongyao
不重要的人,buzhongyaoderen
不重要的事,buzhongyaodeshi
不周到,buzhoudao
不周延,buzhouyan
不住,buzhu
不注意,buzhuyi
不专心,buzhuanxin
不专业,buzhuanye
不传导,buzhuandao
不赚钱,buzhuanqian
不传热,buzhuanre
不追究,buzhuijiu
不准,buzhun
不准确,buzhunque
不准时,buzhunshi
不准吸烟,buzhunxiyan
不准许,buzhunxu
不着边际,buzhuobianji
不赀,buzi
不自然,buziran
不自然地,buzirande
不自然之物,buziranzhiwu
不自在,buzizai
不走运,buzouyun
不足,buzu
不足道,buzudao
不足的数量,buzudeshuliang
不足挂齿,buzuguachi
不足取,buzuqu
不足为奇,buzuweiqi
不足之处,buzuzhichu
不尊敬,buzunjing
不遵守,buzunshou
不尊重,buzunzhong
不做声,buzuosheng
不作为,buzuowei
埔盐乡,buyanxiang
埠,bu
布,bu
布道,budao
布道家,budaojia
布道坛,budaotan
布告,bugao
布告板,bugaoban
布景,bujing
布局,buju
布,bu
布波族,bubozu
布帛菽粟,buboshusu
布城,bucheng
布达拉宫,budalagong
布达佩斯,budapeisi
布袋和尚,budaiheshang
布袋镇,budaizhen
布登布洛克之屋,budengbuluokezhiwu
布迪厄,budie
布地奈德,budinaide
布丁,buding
布尔,buer
布尔代数,buerdaishu
布尔干省,buerganxing
布尔甘油田,buerganyoutian
布尔戈尼葡萄酒,buergeniputaojiu
布尔戈尼色样,buergeniseyang
布尔根兰州,buergenlanzhou
布尔函数,buerhanshu
布尔基则区,buerjizequ
布尔加斯,buerjiasi
布尔津,buerjin
布尔逻辑,buerluoji
布尔诺,buernuo
布尔人,buerren
布尔萨,buersa
布尔萨省,buersaxing
布尔什维克,buershiweike
布尔战争,buerzhanzheng
布法罗,bufaluo
布丰,bufeng
布告,bugao
布谷鸟,buguniao
布谷鸟钟,buguniaozhong
布哈拉,buhala
布痕瓦尔德集中营,buhenwaerdejizhongying
布基纳法索,bujinafasuo
布基球,bujiqiu
布吉纳法索,bujinafasuo
布佳迪,bujiadi
布加勒斯特,bujialesite
布加勒斯特人,bujialesiteren
布加勒斯特星队,bujialesitexingdui
布局,buju
布坎南,bukannan
布克奖,bukejiang
布拉柴维尔,bulachaiweier
布拉迪斯拉发,buladisilafa
布拉戈维申斯克,bulageweishensike
布拉格,bulage
布拉格战役,bulagezhanyi
布拉格之春,bulagezhichun
布拉加,bulajia
布拉芒特,bulamangte
布莱德确斯,bulaidequesi
布莱顿足球俱乐部,bulaidunzuqiujulebu
布莱尔,bulaier
布莱尔港,bulaiergang
布莱克本,bulaikeben
布莱姆科亨,bulaimukeheng
布莱士帕斯卡,bulaishipasika
布莱斯德维特,bulaisideweite
布莱希特,bulaixite
布莱叶点字法,bulaiyedianzifa
布赖顿,bulaidun
布赖恩梅,bulaienmei
布兰登堡,bulandengbao
布兰科,bulanke
布兰妮斯皮尔斯,bulannisipiersi
布兰诗歌,bulanshige
布朗,bulang
布朗大学,bulangdaxue
布朗克斯,bulangkesi
布朗式轻机枪,bulangshiqingjiqiang
布朗运动,bulangyundong
布朗族,bulangzu
布劳岱尔,bulaodaier
布劳恩,bulaoen
布勒哲尔,buleizheer
布雷顿森林协定,buleidunsenlinxieding
布雷根茨,buleigenci
布雷克罗斯,buleikeluosi
布雷西亚,buleixiya
布里丹之驴,bulidanzhilv
布里奇敦,buliqidun
布里奇顿,buliqidun
布里斯班,bulisiban
布里斯托尔,bulisituoer
布里斯托尔大学,bulisituoerdaxue
布里亚特共和国,buliyategongheguo
布里亚特语,buliyateyu
布里亚特语,buliyateyu
布力般浅滩之役,bulibanqiantanzhiyi
布立吞亚支,bulitunyazhi
布历治,bulizhi
布连斯奇条约,buliansiqitiaoyue
布良斯克州,buliangsikezhou
布料,buliao
布列斯特州,buliesitezhou
布列塔尼,bulietani
布列塔尼公爵,bulietanigongjue
布列塔尼语,bulietaniyu
布林带,bulindai
布林德利,bulindeli
布隆伯格,bulongboge
布隆迪,bulongdi
布隆迪共和国,bulongdigongheguo
布隆方丹,bulongfangdan
布卢姆茨伯里派,bulumucibolipai
布卢瓦城堡,buluwachengbao
布鲁格尔,bulugeer
布鲁金斯学会,bulujinsixuehui
布鲁克莱恩,bulukelaien
布鲁克林区,bulukelinqu
布鲁明黛,bulumingdai
布鲁姆,bulumu
布鲁姆县,bulumuxian
布鲁诺,bulunuo
布鲁日历史中心,bulurilishizhongxin
布鲁塞尔,buluseer
布鲁塞尔机场,buluseerjichang
布鲁氏菌病,bulushijunbing
布鲁斯,bulusi
布鲁斯斯布林斯顿,bulusisibulinsidun
布鲁斯威利斯,bulusiweilisi
布鲁夏斯基语,buluxiasijiyu
布轮,bulun
布伦湖,bulunhu
布伦式轻机枪,bulunshiqingjiqiang
布罗科蓬多,buluokepengduo
布罗伊公爵,buluoyigongjue
布洛阿特峰,buluoatefeng
布洛赫球面,buluoheqiumian
布洛克皮特斯,buluokepitesi
布洛瓦城堡,buluowachengbao
布满,buman
布幕,bumu
布匿战争,bunizhanzheng
布农族,bunongzu
布努诺瓦尔特,bununuowaerte
布片,bupian
布琼布拉,buqiongbula
布若卡氏区,buruokashiqu
布施,bushi
布什,bushi
布什出访,bushichufang
布什主义,bushizhuyi
布氏杆菌病,bushiganjunbing
布氏漏斗,bushiloudou
布氏烧瓶,bushishaoping
布氏硬度,bushiyingdu
布殊,bushu
布特罗斯加利,buteluosijiali
布拖,butuo
布韦岛,buweidao
布希亚,buxiya
布线,buxian
布鞋,buxie
布依族,buyizu
布宜诺斯艾利斯,buyinuosiailisi
布永的戈弗雷,buyongdegefulei
布阵,buzhen
布置,buzhi
布置好,buzhihao
布置图,buzhitu
怖,bu
捗,bu
步,bu
步兵,bubing
步兵部队,bubingbudui
步兵团,bubingtuan
步兵战车,bubingzhanche
步步,bubu
步测,buce
步调,budiao
步调一致,budiaoyizhi
步伐,bufa
步法,bufa
步话机,buhuaji
步进,bujin
步履,bulv
步履艰难,bulvjiannan
步其后尘,buqihouchen
步枪,buqiang
步枪枪托,buqiangqiangtuo
步哨,bushao
步叔,bushu
步态,butai
步行,buxing
步行虫,buxingchong
步行道,buxingdao
步行的过道,buxingdeguodao
步行机,buxingji
步行街,buxingjie
步行天桥,buxingtianqiao
步行鞋,buxingxie
步行杖,buxingzhang
步行者,buxingzhe
步骤,buzhou
步子,buzi
簿册,buce
簿籍,buji
簿记,buji
簿记员,bujiyuan
簿子,buzi
蔀,bu
部,bu
部队,budui
部份,bufen
部分,bufen
部分地,bufende
部分和,bufenhe
部分劳资协定,bufenlaozixieding
部分配备,bufenpeibei
部分尸体,bufenshiti
部分装配,bufenzhuangpei
部际,buji
部件,bujian
部件工具箱,bujiangongjuxiang
部类,bulei
部落,buluo
部落的特征,buluodetezheng
部落格,buluoge
部落阁,buluoge
部落根性,buluogenxing
部落制,buluozhi
部门,bumen
部门经理,bumenjingli
部门领导人,bumenlingdaoren
部门主管,bumenzhuguan
部首,bushou
部署,bushu
部委,buwei
部位,buwei
部下,buxia
部长,buzhang
部长职位,buzhangzhiwei
部族,buzu
钚,bu
钸,bu
攴,bu
没管吃,bujiaodun
擦,ca
擦边,cabian
擦布,cabu
擦除,cachu
擦掉,cadiao
擦干,cagan
擦过,caguo
擦黑儿,caheier
擦痕,cahen
擦净,cajing
擦亮,caliang
擦亮粉,caliangfen
擦破,capo
擦去,caqu
擦伤,cashang
擦拭,cashi
擦刷,cashua
擦丝器,casiqi
擦网球,cawangqiu
擦洗,caxi
擦写,caxie
擦音,cayin
擦油,cayou
擦撞,cazhuang
猜,cai
猜测,caice
猜到,caidao
猜度,caiduo
猜谜,caimi
猜谜儿,caimier
猜谜解答者,caimijiedazhe
猜拳,caiquan
猜想,caixiang
猜选仪式,caixuanyishi
猜疑,caiyi
猜中,caizhong
才,cai
才干,caigan
才好,caihao
才华,caihua
才开始,caikaishi
才禄一世,cailuyishi
才能,caineng
才气,caiqi
才思,caisi
才外流,caiwailiu
才学,caixue
才艺,caiyi
才艺技能,caiyijineng
才智,caizhi
才,cai
材,cai
材积,caiji
材料,cailiao
材料成分,cailiaochengfen
材料回收再用,cailiaohuishouzaiyong
材料加工,cailiaojiagong
材料检验,cailiaojianyan
材料科技,cailiaokeji
材料科学,cailiaokexue
材料力学,cailiaolixue
材料性能要求,cailiaoxingnengyaoqiu
材料学,cailiaoxue
材质,caizhi
材质代用表,caizhidaiyongbiao
裁,cai
裁撤,caiche
裁定,caiding
裁缝,caifeng
裁缝铺,caifengpu
裁缝做,caifengzuo
裁缝师,caifengshi
裁缝店,caifengdian
裁减,caijian
裁剪,caijian
裁剪工具,caijiangongju
裁减核武器,caijianhewuqi
裁减军备,caijianjunbei
裁决,caijue
裁决体系,caijuetixi
裁军,caijun
裁军会谈,caijunhuitan
裁军会议,caijunhuiyi
裁军条约,caijuntiaoyue
裁量自由,cailiangziyou
裁判,caipan
裁判官,caipanguan
裁判管辖,caipanguanxia
裁判权,caipanquan
裁判司署,caipansishu
裁判员,caipanyuan
裁切,caiqie
裁员,caiyuan
裁纸刀,caizhidao
裁纸机,caizhiji
财,cai
财宝,caibao
财帛,caibo
财产,caichan
财产保险,caichanbaoxian
财产的可转让性,caichandekezhuanrangxing
财产的总量,caichandezongliang
财产分割,caichanfenge
财产管理,caichanguanli
财产目录,caichanmulu
财阀,caifa
财富,caifu
财富管理,caifuguanli
财富结构,caifujiegou
财经,caijing
财会,caikuai
财力,caili
财迷,caimi
财务,caiwu
财物,caiwu
财物报告,caiwubaogao
财务比率,caiwubilv
财务处,caiwuchu
财务分析,caiwufenxi
财务杠杆率,caiwugangganshuai
财务官,caiwuguan
财务关系,caiwuguanxi
财务管理,caiwuguanli
财务管理人,caiwuguanliren
财务季节,caiwujijie
财务经理,caiwujingli
财务会计,caiwukuaiji
财务秘书,caiwumishu
财务总监,caiwuzongjian
财源,caiyuan
财政,caizheng
财政部,caizhengbu
财政部长,caizhengbuzhang
财政大臣,caizhengdachen
财政官员,caizhengguanyuan
财政计划,caizhengjihua
财政家,caizhengjia
财政年度,caizhengniandu
财政平衡,caizhengpingheng
财政上,caizhengshang
财政投资,caizhengtouzi
财政预算案,caizhengyusuanan
财政预算窘迫,caizhengyusuanjiongpo
财政援助,caizhengyuanzhu
财政政策,caizhengzhengce
财政支持,caizhengzhichi
财政支援,caizhengzhiyuan
财政执委会,caizhengzhiweihui
财政状况,caizhengzhuangkuang
彩,cai
彩笔,caibi
彩电,caidian
彩虹,caihong
彩虹旗,caihongqi
彩虹勇士号,caihongyongshihao
彩虹乐队,caihongyuedui
彩虹乐团,caihongyuetuan
彩绘沙漠,caihuishamo
彩巾,caijin
彩京,caijing
彩礼,caili
彩排,caipai
彩票,caipiao
彩票大奖,caipiaodajiang
彩票款,caipiaokuan
彩色,caise
彩色电视,caisedianshi
彩色电视机,caisedianshiji
彩色回形针,caisehuixingzhen
彩色激光打印机,caisejiguangdayinji
彩色监视器,caisejianshiqi
彩色胶卷,caisejiaojuan
彩色摄影术,caisesheyingshu
彩色图形适配器,caisetuxingshipeiqi
彩色显示器,caisexianshiqi
彩色印刷,caiseyinshua
彩色值,caisezhi
彩色纸,caisezhi
彩色纸带,caisezhidai
彩饰,caishi
彩通,caitong
彩霞,caixia
彩显,caixian
彩印画,caiyinhua
彩,cai
彩牌,caipai
彩旗,caiqi
睬,cai
跴,cai
踩,cai
踩高跷,caigaoqiao
踩进,caijin
踩上,caishang
踩水,caishui
采,cai
采办,caiban
采场,caichang
采伐,caifa
采访,caifang
采访记者,caifangjizhe
采购,caigou
采购部,caigoubu
采购经理指数,caigoujinglizhishu
采购经历,caigoujingli
采购员,caigouyuan
采光,caiguang
采集,caiji
采集单元,caijidanyuan
采集器,caijiqi
采集区域,caijiquyu
采掘,caijue
采空,caikong
采空区,caikongqu
采矿,caikuang
采矿机械,caikuangjixie
采矿企业的股份,caikuangqiyedegufen
采矿业,caikuangye
采买,caimai
采媒业,caimeiye
采棉机,caimianji
采纳,caina
采暖,cainuan
采区,caiqu
采取,caiqu
采取办法,caiqubanfa
采取措施,caiqucuoshi
采取高姿态,caiqugaozitai
采取攻势,caiqugongshi
采取行动,caiquxingdong
采取严厉的措施,caiquyanlidecuoshi
采取政策,caiquzhengce
采石,caishi
采石场,caishichang
采样,caiyang
采样定理,caiyangdingli
采样率,caiyangshuai
采邑,caiyi
采邑制,caiyizhi
采用,caiyong
采摘,caizhai
采自柠檬,caiziningmeng
采,cai
采声,caisheng
寀,cai
菜,cai
菜单,caidan
菜单栏,caidanlan
菜单项,caidanxiang
菜刀,caidao
菜地,caidi
菜店,caidian
菜豆,caidou
菜贩,caifan
菜花儿,caihuaer
菜鸟,cainiao
菜农,cainong
菜谱,caipu
菜青虫,caiqingchong
菜色,caise
菜蛙,caiwa
菜系,caixi
菜肴,caiyao
菜油,caiyou
菜园,caiyuan
菜子,caizi
菜籽,caizi
菜籽油,caiziyou
蔡,cai
蔡京,caijing
蔡勒公式,caileigongshi
蔡伦,cailun
蔡明亮,caimingliang
蔡万霖,caiwanlin
蔡文,caiwen
蔡襄,caixiang
蔡琰,caiyan
